python-ordered-set 4.1.0-1
python-packaging 21.3-1
python-pastel 0.2.1-5
python-pathspec 0.10.1-1
python-pbr 5.11.0-1
python-pep517 0.13.0-1
python-pexpect 4.8.0-6
python-pillow 9.3.0-1.1
python-pip 22.3.1-1
python-pipenv 2022.10.4-1
python-pkginfo 1.8.3-1
python-platformdirs 2.5.3-1
python-pluggy 1.0.0-1
python-ply 3.11-10
python-poetry 1.2.2-1
python-poetry-core 1.3.2-1
python-poetry-plugin-export 1.1.2-1
python-progress 1.6-5
python-protobuf 21.9-1.1
python-psutil 5.9.3-1.1
python-ptyprocess 0.7.0-4
python-pulsectl 1:22.3.2-2
python-py 1.11.0-1
python-pyaml 21.10.1-1
python-pychromecast 12.1.4-1
python-pycparser 2.21-3
python-pycryptodomex 3.12.0-1.1
python-pydantic 1.10.2-1.1
python-pyflakes 2.5.0-1
python-pygame 2.1.2-2.1
python-pygments 2.13.0-1
python-pyjwt 2.6.0-1
python-pylast 5.1.0-1
python-pylev 1.4.0-4
python-pylyrics 1.1.0-3
python-pyopenssl 22.1.0-1
python-pypandoc 1.10-1
python-pyparsing 3.0.9-1
python-pyqt5 5.15.7-2.1
python-pyqt5-sip 12.11.0-1.1
python-pyqt5-webengine 5.15.6-1
python-pyrsistent 0.19.2-1.1
python-pysdl2 0.9.14-1
python-pytest 7.2.0-3
python-pytest-socket 0.5.1-1
python-pytz 2022.1-1
python-recommonmark 0.7.1-5
python-requests 2.28.1-1
python-requests-mock 1.10.0-1
python-requests-toolbelt 0.10.1-1
python-resolvelib 0.8.1-1
python-responses 0.22.0-1
python-retrying 1.3.3-13
python-rfc3986 2.0.0-1
python-rfc3987 1.3.8-8
python-rich 12.6.0-2
python-ruamel-yaml 0.17.21-1
python-ruamel.yaml.clib 0.2.7-1.1
python-secretstorage 3.3.3-1
python-send2trash 1.8.0-3
python-setproctitle 1.3.1-1.1
python-setuptools 1:65.0.2-1
python-setuptools-scm 7.0.5-1
python-shellingham 1.5.0-1
python-six 1.16.0-6
python-sniffio 1.3.0-1
python-snowballstemmer 2.2.0-3
python-soupsieve 2.3.2.post1-1
python-sphinx 5.3.0-1
python-sphinx-alabaster-theme 0.7.12-9
python-sphinx-automodapi 0.14.1-1
python-sphinx_rtd_theme 1.0.0-5
python-sphinxcontrib-applehelp 1.0.2-9
python-sphinxcontrib-devhelp 1.0.2-9
python-sphinxcontrib-htmlhelp 2.0.0-5
python-sphinxcontrib-jsmath 1.0.1-12
python-sphinxcontrib-qthelp 1.0.3-9
python-sphinxcontrib-serializinghtml 1.1.5-4
python-tabulate 0.9.0-1
python-tenacity 8.1.0-1
python-termcolor 2.1.0-1
python-timeout-decorator 0.5.0-1
python-toml 0.10.2-8
python-tomli 2.0.1-1
python-tomlkit 0.11.6-1
python-trove-classifiers 2022.10.19-1
python-typing_extensions 4.4.0-1
python-ujson 5.5.0-1.1
python-urllib3 1.26.12-1
python-urwid 2.1.2-3.1
python-validate-pyproject 0.10.1-1
python-virtualenv 20.16.6-1
python-virtualenv-clone 0.5.7-3
python-volatile 2.1.0-3
python-webcolors 1.12-1
python-webencodings 0.5.1-9
python-websocket-client 1.4.2-1
python-websockets 10.3-1.1
python-wheel 0.38.1-1
python-xcffib 0.12.1-1
python-xlib 0.31-3
python-xpybutil 0.0.6-4
python-yaml 6.0-1.1
python-yarl 1.8.1-1.1
python-yaspin 2.2.0-1
python-zeroconf 0.39.1-1
python-zipp 3.10.0-1
python-zstandard 0.19.0-1.1
python-zxcvbn 4.4.28-2
qbittorrent 4.4.5-2.1
qpdf 11.1.1-2.1
qrencode 4.1.1-1.1
qt5-base 5.15.7+kde+r173-1.1
qt5-declarative 5.15.7+kde+r21-1.1
qt5-graphicaleffects 5.15.7-1.1
qt5-imageformats 5.15.7+kde+r5-1.1
qt5-location 5.15.7+kde+r3-1.1
qt5-multimedia 5.15.7+kde+r1-1.1
qt5-quickcontrols 5.15.7-1.1
qt5-svg 5.15.7+kde+r9-1.1
qt5-tools 5.15.7+kde+r1-1.1
qt5-translations 5.15.7-1
qt5-wayland 5.15.7+kde+r49-1.1
qt5-webchannel 5.15.7+kde+r3-1.1
qt5-webengine 5.15.11-2
qt6-base 6.4.0-3.1
qt6-declarative 6.4.0-2.1
qt6-svg 6.4.0-1.1
qt6-translations 6.4.0-1
qt6-wayland 6.4.0-1.1
qutebrowser 2.5.2-1
ragel 6.10-3.1
raptor 2.0.15-21.1
rav1e 0.5.1-2
re2 1:20220601-1.1
readline 8.2.001-1.1
rest 0.8.1+r4+ge5ee6ef-1.1
rhash 1.4.3-1.1
ripgrep 13.0.0-2.1
rofi-lbonn-wayland-git 1.7.5.wayland1.r38.gfd0ef6bc-1
rot8-git 0.1.5.69.g0e73760-1
rtkit 0.13-2.1
rtmpdump 1:2.4.r99.f1b83c1-2.1
rubberband 3.1.1-1.1
run-parts 5.5-1.1
rust 1:1.65.0-1.1
s-tui 1.1.3-2
sbc 2.0-1.1
sbcl 2.2.9-1.1
scdoc 1.11.2-4.1
schedtool 1.3.0-7.1
schroedinger 1.0.11-6.1
screen 4.9.0-1.1
sdl2 2.24.2-1.1
sdl2_image 2.6.2-2.1
sdl2_mixer 2.6.2-1.1
sdl2_ttf 2.20.1-1.1
seatd 0.7.0-2.1
sed 4.8-1.1
semver 7.3.8-1
serd 0.30.16-1.1
shaderc 2022.1-4.1
shadow 4.12.3-1.1
shared-mime-info 2.0+155+gf4e7cbc-1.1
shellcheck-bin 0.8.0-3
slang 2.3.3-1
slurp 1.3.2-3.1
smartmontools 7.3-1.1
smbclient 4.17.2-2.1
snappy 1.1.9-2.1
sndio 1.9.0-1.1
snes9x-gtk 1.61-1.1
sord 0.16.14-1.1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.1-2.1
source-highlight 3.1.9-9.1
spandsp 0.0.6-3.1
spdlog 1.10.0-3.1
speex 1.2.1-1.1
speexdsp 1.2.1-1.1
spirv-tools 2022.1-1.1
sqlite 3.39.4-1.1
sratom 0.6.14-1.1
srt 1.5.1-3.1
startup-notification 0.12-7.1
stow 2.3.1-3
stress 1.0.5-1.1
sudo 1.9.12.p1-1.1
suitesparse 5.13.0-1.1
svt-av1 1.3.0-1.1
svt-hevc 1.5.1-2.1
sway 1:1.7-10.1
sway-git-debug r6944.80e386fd-1
swaybg-git r123.deed2ed-1
swayhide 0.2.0-1
swayidle 1.7.1-3.1
swaylock-effects 1.6.10-1
swaync-git 0.6.1.r376.1f03457-1
swig 4.0.2-5.1
sworkstyle 1.3.0-1
sysfsutils 2.1.1-1.1
sysstat 12.6.0-1.1
systemd 251.7-4.1
systemd-libs 251.7-4.1
systemd-sysvcompat 251.7-4.1
t1lib 5.1.2-8.1
t1utils 1.42-1.1
taglib 1.13-1.1
talloc 2.3.4-1.1
tar 1.34-1.1
tcl 8.6.12-3.1
tdb 1.4.7-1.1
tealdeer 1.6.1-1
teams 1.5.00.23861-1
testdisk 7.1-4.1
tevent 1:0.13.0-1.1
texinfo 6.8-2.1
texlab 4.2.2-1.1
texlive-bin 2022.62885-3.1
texlive-core 2022.63035-1
texlive-latexextra 2022.63034-1
thin-provisioning-tools 0.9.0-1.1
throttled 0.10.0-1
tk 8.6.12-1.1
tllist-git 1.1.0.r0.g8dcb072-1
tlp 1.5.0-5
tlp-rdw 1.5.0-5
tlpui 1.5.0-1
tofi-git r176.0b83f9a-1
tpm2-tss 3.2.0-3.1
tracker3 3.4.1-1.1
tree 2.0.4-1.1
tslib 1.22-1.1
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-liberation 2.1.5-1
twolame 0.4.0-2.1
tzdata 2022f-1.1
uchardet 0.0.7-1.1
udiskie 2.4.2-1
udisks2 2.9.4-1.1
ufw 0.36.1-1
ufw-extras 0.7.0-3
unzip 6.0-19.1
upower 1.90.0-1.1
usbmuxd 1.1.1-1.1
usbutils 014-2.1
util-linux 2.38.1-1.1
util-linux-libs 2.38.1-1.1
v4l-utils 1.22.1-1.1
vala 0.56.3-1.1
vdpauinfo 1.5-1.1
vi 1:070224-6.1
vid.stab 1.1-3.1
vmaf 2.3.1-1.1
volume_key 0.3.12-7.1
vulkan-headers 1:1.3.227-1
vulkan-icd-loader 1.3.226-1.1
vulkan-intel 22.2.2-1.1
vulkan-tools 1.3.226-1.1
vulkan-validation-layers 1.3.224.1-1.1
wasi-compiler-rt 14.0.6-1
wasi-libc 1:0+258+30094b6-1
wasi-libc++ 14.0.6-1
wasi-libc++abi 14.0.6-1
wavpack 5.5.0-1.1
waybar 0.9.15-2.1
wayland 1.21.0-1.2
wayland-protocols 1.28-1
wdisplays 1.1-1
webkit2gtk 2.38.2-1
webkit2gtk-4.1 2.38.2-1
webrtc-audio-processing 0.3.1-3.1
wev 1.0.0-7
wget 1.21.3-1.1
which 2.21-5.1
wildmidi 0.4.4-1.1
wireplumber 0.4.12-1.1
wireplumber-docs 0.4.12-1.1
wl-clipboard 1:2.1.0-2.1
wl-clipboard-history-git r12.25bacd3-1
wl-color-picker 1.3-1
wlogout-git r65.0a4289e-1
wlroots 0.15.1-6.1
wlroots-git-debug 0.16.0.r5609.5dc1d4671-1
wmctrl 1.07-6.1
wob 0.13-2
woff2 1.0.2-4.1
wofi 1.3-2.1
wpa_supplicant 2:2.10-6.1
wpebackend-fdo 1.14.0-1.1
wshowkeys-git r5.e8bfc78-1
x264 3:0.164.r3095.baee400-4.1
x265 3.5-3.1
xcb-proto 1.15.2-1
xcb-util 0.4.0-4.1
xcb-util-cursor 0.1.4-1.1
xcb-util-errors 1.0.1-1.1
xcb-util-image 0.4.1-2.1
xcb-util-keysyms 0.4.1-4.1
xcb-util-renderutil 0.3.10-1.1
xcb-util-wm 0.4.2-1.1
xcb-util-xrm 1.3-2.1
xclip 0.13-3.1
xcur2png 0.7.1-7.1
xcursor-breeze 1:5.22.5-1
xdg-dbus-proxy 0.1.4-1.1
xdg-desktop-portal 1.15.0-1.1
xdg-desktop-portal-gtk 1.14.0-1.1
xdg-desktop-portal-wlr 0.6.0-1.1
xdg-user-dirs 0.18-1.1
xdg-utils 1.1.3+25+g8ae0263-1
xfsprogs 5.19.0-2.1
xkeyboard-config 2.37-1
xorg-bdftopcf 1.1.1-1.1
xorg-font-util 1.3.3-1.1
xorg-fonts-encodings 1.0.6-1
xorg-mkfontscale 1.2.2-1.1
xorg-server-common 21.1.4-1.1
xorg-server-xvfb 21.1.4-1.1
xorg-setxkbmap 1.3.3-1.1
xorg-xauth 1.1.2-1.1
xorg-xhost 1.0.8-3.1
xorg-xinput 1.6.3-3.1
xorg-xkbcomp 1.4.5-1.1
xorg-xlsclients 1.1.4-3.1
xorg-xprop 1.2.5-1.1
xorg-xrandr 1.5.1-2.1
xorg-xset 1.2.4-3.1
xorg-xwayland 22.1.5-1.1
xorgproto 2022.2-1
xvidcore 1.3.7-2.1
xz 5.2.7-1.1
yad 12.0-1.1
yajl 2.1.0-5.1
yaml-cpp 0.7.0-2.1
yarn 1.22.19-1
yasm 1.3.0-5.1
yay 11.3.0-1
yt-dlp 2022.10.04-1
z3 4.11.2-1.1
zathura 0.5.1-1.1
zathura-pdf-poppler 0.3.0-1.1
zbar 0.23.90-1.1
zenity 3.43.0-1.1
zeromq 4.3.4-2.1
zimg 3.0.4-1.1
zip 3.0-10.1
zita-alsa-pcmi 0.5.1-1.1
zita-resampler 1.8.0-1.1
zlib 1:1.2.13-1.1
zoom 5.12.6-1
zstd 1.5.2-7.1
zvbi 0.2.37-1.1
zxing-cpp 1.4.0-1.1
zziplib 0.13.72-1.1
